id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
10357881,Wed Mar 21 2018 15:00:19 GMT-0500 (CDT),2018-03-21,2018-03-21 20:00:19 UTC,Central Time (US & Canada),,407471,cwd912nb,2018-03-22 15:09:52 UTC,2018-03-23 17:04:20 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10357881,https://static.inaturalist.org/photos/14367778/medium.jpg?1521731397,,"",Noting plume-like antennae,false,1,0,false,3,"912 N Bailey Ave, Fort Worth, TX, US",32.7746866667,-97.37487,0,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10365937,Thu Mar 22 2018 18:16:15 GMT-0500 (CDT),2018-03-22,2018-03-22 23:16:15 UTC,Central Time (US & Canada),,538745,wiwo,2018-03-22 23:18:56 UTC,2018-03-22 23:33:26 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10365937,https://static.inaturalist.org/photos/14381286/medium.jpg?1521760757,,"",,false,0,0,false,3,"5326 Nakoma Dr, Dallas, TX, US",32.8400667943,-96.8203717937,50,,,false,,,,Culicidae,Mosquitoes,Insecta,52134
10383816,2017/12/26 8:33 AM HST,2017-12-26,2017-12-26 18:33:00 UTC,Hawaii,,788607,ajidhaedar,2018-03-24 00:14:08 UTC,2018-03-24 04:01:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10383816,https://static.inaturalist.org/photos/14412168/medium.jpg?1521850420,,"",,false,1,0,false,,"Sleman Regency, Special Region of Yogyakarta, Indonesia",-7.5821258216,110.4270172119,488,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10395370,2017-10-01,2017-10-01,,Mountain Time (US & Canada),,8614,bug_eric,2018-03-24 18:17:54 UTC,2019-12-13 22:07:42 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/10395370,https://static.inaturalist.org/photos/14431683/medium.jpg?1521915472,,"","",false,1,0,false,,Bombay Hook National Wildlife Refuge,39.276242,-75.481217,,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10403098,Sat Mar 24 2018 19:32:48 GMT-0500 (CDT),2018-03-24,2018-03-25 00:32:48 UTC,Central Time (US & Canada),,760737,rsconley,2018-03-25 00:33:04 UTC,2018-04-24 18:48:17 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10403098,https://static.inaturalist.org/photos/14445887/medium.jpg?1521939011,,"",,false,2,0,false,3,"Meadowmere Park, Grapevine, TX, US",32.9862520472,-97.1230160818,5,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10404910,2018/03/24,2018-03-24,,Hawaii,,25809,naturenut,2018-03-25 02:03:14 UTC,2018-03-25 02:32:31 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10404910,https://static.inaturalist.org/photos/14448733/medium.jpeg?1521943353,,"","",false,0,0,false,,"Tarrant County, US-TX, US",32.8782,-97.278636,,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10433251,2018/02/17 11:32 AM SAST,2018-02-17,2018-02-17 09:32:00 UTC,Africa/Johannesburg,,669759,andrewm,2018-03-26 16:47:56 UTC,2018-03-26 18:37:06 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10433251,https://static.inaturalist.org/photos/14496626/medium.jpeg?1522082738,,"",Swimming in the rain bucket. ,false,1,0,false,,"Cape Town, South Africa",-33.938509017,18.4739693999,4,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10434006,2018-03-26 12:32:18 PM CDT,2018-03-26,2018-03-26 17:32:18 UTC,Central Time (US & Canada),,776911,jherarrd,2018-03-26 17:36:01 UTC,2018-05-01 17:20:02 UTC,needs_id,,https://www.inaturalist.org/observations/10434006,https://static.inaturalist.org/photos/14497994/medium.jpeg?1522085769,,"",,false,0,0,false,2,"Oak Cliff, Dallas, TX, USA",32.72903211,-96.90492315,7,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10435036,Mon Mar 26 2018 13:43:43 GMT-0500 (CDT),2018-03-26,2018-03-26 18:43:43 UTC,Central Time (US & Canada),,775082,l_richardson1991,2018-03-26 18:44:05 UTC,2018-04-09 19:22:06 UTC,needs_id,,https://www.inaturalist.org/observations/10435036,https://static.inaturalist.org/photos/14499651/medium.jpg?1522089856,,"",,false,0,0,false,3,"River Legacy, Arlington, TX, US",32.7919027442,-97.12432676,5,,,false,,,,Culicidae,Mosquitoes,Insecta,52134
10435374,2016/05/25 8:04 AM EDT,2016-05-25,2016-05-25 12:04:00 UTC,Eastern Time (US & Canada),,103695,christine123,2018-03-26 19:01:21 UTC,2018-03-26 19:03:50 UTC,needs_id,,https://www.inaturalist.org/observations/10435374,https://static.inaturalist.org/photos/14500175/medium.jpg?1522090845,,"",,false,0,0,false,,"Tay Valley, ON, Canada",44.7827293225,-76.473941803,441,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10440479,Mon Mar 26 2018 13:58:07 GMT-0500 (CDT),2018-03-26,2018-03-26 18:58:07 UTC,Central Time (US & Canada),,776992,ancheng22,2018-03-27 00:05:47 UTC,2018-03-27 00:32:42 UTC,needs_id,,https://www.inaturalist.org/observations/10440479,https://static.inaturalist.org/photos/14508868/medium.jpg?1522109170,,"",,false,0,0,false,3,"River Legacy, Arlington, TX, US",32.7908466667,-97.1167666667,10,,,false,,,,Culicidae,Mosquitoes,Insecta,52134
10451642,Tue Mar 27 2018 10:37:17 GMT-0700 (PDT),2018-03-27,2018-03-27 17:37:17 UTC,Pacific Time (US & Canada),,788371,anorman,2018-03-27 17:38:11 UTC,2018-03-27 18:03:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10451642,https://static.inaturalist.org/photos/14529336/medium.jpg?1522172296,,"",Larval mosquitoes in standing water ,false,0,0,false,3,"424 Luneta Dr, San Luis Obispo, CA, US",35.2917404473,-120.6773867459,10,,,false,,,,Culicidae,Mosquitoes,Insecta,52134
10468085,2018/03/26 11:36 PM CDT,2018-03-26,2018-03-27 04:36:00 UTC,Central Time (US & Canada),,43591,wildcarrot,2018-03-28 05:57:07 UTC,2018-03-28 06:01:55 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10468085,https://static.inaturalist.org/photos/14549699/medium.jpg?1522216335,,"Arthropods, Canon, Canon 70D, Canon MP-E 65mm, Denton County, Diptera, Flies, Insects, Lewisville, Mosquitos, Texas",,false,0,0,false,,"Texas, US",33.1333290691,-96.8229247558,,obscured,,true,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10482138,2018/03/28 10:37 AM PDT,2018-03-28,2018-03-28 17:37:00 UTC,Pacific Time (US & Canada),,6971,silversea_starsong,2018-03-29 01:25:35 UTC,2018-12-19 18:00:09 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10482138,https://static.inaturalist.org/photos/14574012/medium.jpeg?1522286722,,"",,false,2,0,false,,"Orange, CA, USA",33.819585,-117.77161,,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10493185,2018/03/29 5:14 PM HKT,2018-03-29,2018-03-29 09:14:00 UTC,Hong Kong,,495142,portioid,2018-03-29 18:50:28 UTC,2019-07-06 21:28:43 UTC,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/10493185,https://static.inaturalist.org/photos/14586986/medium.jpg?1522335866,,"","Only saw them after the fact. Crop of picture of Ephemeroptera (2 observations back).

Location is almost dried up reservoir ground.",false,1,0,false,,"Aberdeen Country Park, Hong Kong",22.2555256982,114.160947641,10,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10493274,2018/03/29 12:01 PM HKT,2018-03-29,2018-03-29 04:01:00 UTC,Hong Kong,,495142,portioid,2018-03-29 18:54:12 UTC,2018-03-29 19:03:51 UTC,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/10493274,https://static.inaturalist.org/photos/14592730/medium.jpg?1522349632,,"",In flat.,false,0,0,false,,"To Kwa Wan, Hong Kong",22.3173373,114.1879691,897,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10496690,2018-03-29 5:52:43 PM CDT,2018-03-29,2018-03-29 22:52:43 UTC,Central Time (US & Canada),,753507,danamarie,2018-03-29 22:54:22 UTC,2018-04-01 21:28:14 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10496690,https://static.inaturalist.org/photos/14598861/medium.jpeg?1522364066,,"",Found in a large pond with a drain on a golf course. ,false,1,0,false,2,"1106 Grove Blvd, Austin, TX 78741, USA",30.2369222,-97.7052264,21,,,false,,,Insects,Culicidae,Mosquitoes,Insecta,52134
10500427,2018-03-29 10:03:11 PM CDT,2018-03-29,2018-03-30 03:03:11 UTC,Central Time (US & Canada),,749665,s2018plot12,2018-03-30 02:20:46 UTC,2018-08-29 22:02:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10500427,https://static.inaturalist.org/photos/14607322/medium.jpeg?1522379876,,"","Found in stagnant water in pond Plot 2 Quadrat 3
JS",false,0,0,false,2,"415 Chapel Dr, Denton, TX 76209, USA",33.22947631,-97.12893381,10,,,false,gps,gps,Mosquitoes,Culicidae,Mosquitoes,Animalia,52134
10522765,Fri Nov 17 2017 20:00:16 GMT+0800 (GMT+8),2017-11-17,2017-11-17 12:00:16 UTC,Australia/Perth,,818968,geeohsi,2018-03-31 08:06:33 UTC,2018-03-31 08:31:18 UTC,needs_id,,https://www.inaturalist.org/observations/10522765,https://static.inaturalist.org/photos/14645809/medium.jpg?1522483596,,"",,false,0,0,false,3,"Jalan Tun Sambanthan, Kuala Lumpur, KL, MY",3.1305758756,101.684809305,22,,,false,,,,Culicidae,Mosquitoes,Insecta,52134
10524684,"March 31, 2018 13:08",2018-03-31,2018-03-31 11:08:00 UTC,Amsterdam,,75445,guiff,2018-03-31 13:11:21 UTC,2018-04-04 20:02:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10524684,https://static.inaturalist.org/photos/14649363/medium.jpg?1522501879,,"","",false,1,0,false,,"Barcelona, ES-CT, ES",41.4468172,2.2498512,15,,,false,,manual,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10547055,2018-04-01T23:42,2018-04-01,2018-04-01 13:42:00 UTC,Sydney,,321837,michelle_neil1,2018-04-01 15:21:18 UTC,2019-12-27 07:23:50 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/10547055,https://static.inaturalist.org/photos/14687923/medium.jpeg?1522596079,,"","Field Notes - Even though i have sprayed myaelf with aeroguard the mosquitos are still out in force tonight! Here is one that, though beaten, is still getting up and ready to suck some blood!  (Pictures 1-4 taken with 60x phone microscope and 5 the photo taken without attachment)",false,3,0,false,111,"Queensland, AU",-27.5287790387,153.3287581423,,obscured,,true,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10584883,Mon Apr 02 2018 22:33:01 GMT-0400 (EDT),2018-04-02,2018-04-03 02:33:01 UTC,Eastern Time (US & Canada),,263,marie,2018-04-03 02:34:16 UTC,2018-12-06 01:38:48 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/10584883,https://static.inaturalist.org/photos/14753497/medium.jpg?1522722867,,"",,false,2,0,false,3,"226 Red Acre Rd, Stow, MA, US",42.4459,-71.4752416667,10,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10605953,2018-03-23 9:53:54 AM CDT,2018-03-23,2018-03-23 14:53:54 UTC,Central Time (US & Canada),,450802,luvessy,2018-04-04 02:16:48 UTC,2018-04-04 03:51:33 UTC,needs_id,,https://www.inaturalist.org/observations/10605953,https://static.inaturalist.org/photos/14789579/medium.jpeg?1522808210,,"",,false,0,0,false,2,"Texas, US",32.814519879,-96.7247446799,1376,obscured,,true,gps,gps,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10608085,2018/04/02 11:24 PM HKT,2018-04-02,2018-04-02 15:24:00 UTC,Hong Kong,,24661,sunnetchan,2018-04-04 04:40:50 UTC,2018-04-04 05:02:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10608085,https://static.inaturalist.org/photos/14793245/medium.jpeg?1522816833,,"",,false,0,0,false,,"Lin Fa Tei, Hong Kong",22.427214596,114.0868377686,579,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10610724,2018-04-04T16:55,2018-04-04,2018-04-04 06:55:00 UTC,Sydney,,715648,radicalroach,2018-04-04 10:14:33 UTC,2019-12-27 07:23:16 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/10610724,https://static.inaturalist.org/photos/14797967/medium.jpg?1522836873,,"","Field Notes - Brown mozzie having dinner on my heel, at dusk",false,2,0,false,111,"Queensland, AU",-27.52943298,152.8830266679,,obscured,,true,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10625534,Wed Apr 04 2018 17:37:28 GMT-0500 (CDT),2018-04-04,2018-04-04 22:37:28 UTC,Central Time (US & Canada),,754672,cassgutz,2018-04-04 23:41:14 UTC,2018-04-05 00:03:39 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10625534,https://static.inaturalist.org/photos/14821734/medium.jpg?1522885293,,"",Mosquito larvae at 100X magnification. Squirmed around for a long time. Transparent enough to see heartbeat.,false,0,0,false,3,"Austin Community College - Riverside Campus, Austin, TX, US",30.2369833333,-97.70533,117,,,false,,,,Culicidae,Mosquitoes,Insecta,52134
10628274,2018-03-01 11:53:15 AM GMT-05:00,2018-03-01,2018-03-01 06:53:15 UTC,Ekaterinburg,,92171,a_meyer,2018-04-05 02:14:30 UTC,2018-04-12 14:18:06 UTC,needs_id,,https://www.inaturalist.org/observations/10628274,https://static.inaturalist.org/photos/14826226/medium.jpeg?1522894476,,"",,false,2,0,false,2,"Santiago de Cali, Los Farallones De Cali, CO-VC, CO",3.4354326725,-76.6656570435,,,,false,gps,gps,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10643471,2018/04/04 4:01 PM PDT,2018-04-04,2018-04-04 23:01:00 UTC,Pacific Time (US & Canada),,9572,leftcoastnaturalist,2018-04-05 20:36:03 UTC,2018-04-05 21:03:26 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10643471,https://static.inaturalist.org/photos/14850080/medium.jpg?1522960232,,"",Pond,false,0,0,false,,"Contra Costa County, CA, USA",37.9095674762,-122.2649788857,108,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10660536,Fri Apr 06 2018 10:28:24 GMT-0500 (CDT),2018-04-06,2018-04-06 15:28:24 UTC,Central Time (US & Canada),,301396,nanakitteh,2018-04-06 17:52:51 UTC,2018-05-03 14:54:53 UTC,needs_id,,https://www.inaturalist.org/observations/10660536,https://static.inaturalist.org/photos/14879331/medium.jpg?1523037219,,"",On my arm next to a field of flowers,false,2,0,false,3,"Washington-On-The-Brazos State Park, Washington, TX, US",30.32527,-96.1524888333,10,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10696248,2018-04-07T14:05,2018-04-07,2018-04-07 04:05:00 UTC,Sydney,,837863,hippie_mum,2018-04-08 05:47:01 UTC,2019-12-27 07:22:58 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/10696248,https://static.inaturalist.org/photos/14938186/medium.jpeg?1523166422,,"","",false,3,0,false,111,"New South Wales, AU",-30.802542944,153.1577049491,,obscured,,true,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10733288,2005/01/13 4:44 PM EST,2005-01-13,2005-01-13 21:44:00 UTC,Eastern Time (US & Canada),,536751,ngerlach,2018-04-09 18:02:19 UTC,2018-11-03 00:32:53 UTC,needs_id,,https://www.inaturalist.org/observations/10733288,https://static.inaturalist.org/photos/14997679/medium.jpg?1523295671,,"",Sampled from the water inside a bromeliad,false,1,0,false,,"Heredia Province, Sarapiqui, Costa Rica",10.4295992105,-84.0079535617,913,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Animalia,52134
10746395,2018/04/09 3:07 PM CDT,2018-04-09,2018-04-09 20:07:00 UTC,Central Time (US & Canada),,448026,walkingstick2,2018-04-10 04:23:41 UTC,2018-04-10 18:59:52 UTC,needs_id,,https://www.inaturalist.org/observations/10746395,https://static.inaturalist.org/photos/15020486/medium.jpg?1523333974,,"","Ran into naturenut We walked to Whites Branch Park. We saw  quite a few little things.
",false,2,0,false,," Whites Branch Park Haltom City, TX, USA",32.8524757294,-97.273633182,1,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10746999,2018/04/09 2:58 PM CDT,2018-04-09,2018-04-09 19:58:00 UTC,Central Time (US & Canada),,448026,walkingstick2,2018-04-10 05:08:53 UTC,2018-04-10 19:02:19 UTC,needs_id,,https://www.inaturalist.org/observations/10746999,https://static.inaturalist.org/photos/15021594/medium.jpg?1523336839,,"","",false,1,0,false,," Whites Branch Park Haltom City, TX, USA",32.853802925,-97.2731021047,1,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10747295,2018-03-30 11:37:42,2018-03-30,2018-03-30 18:37:42 UTC,Pacific Time (US & Canada),,2616,alice_abela,2018-04-10 05:48:11 UTC,2018-04-10 06:01:51 UTC,needs_id,,https://www.inaturalist.org/observations/10747295,https://static.inaturalist.org/photos/15022154/medium.jpg?1523339261,,"Aedini, Arthropod, Arthropoda, CA, California, Culicidae, Culicomorpha, Diptera, Folsom, Insect, Insecta, Mosquito, Nematocera, Non-Brachycera, Sacramento County, fly, loc_public, vis_everyone","Folsom, Sacramento County, California",false,0,0,false,,"Folsom, California, United States",38.67725,-121.182786,,,,false,,"",Aedini,Aedini,,Insecta,505234
10771170,2018-04-11 12:37:34 AM PDT,2018-04-11,2018-04-11 07:37:34 UTC,Pacific Time (US & Canada),,770032,khoingannguyen,2018-04-11 07:38:15 UTC,2018-04-11 08:01:34 UTC,needs_id,,https://www.inaturalist.org/observations/10771170,https://static.inaturalist.org/photos/15064593/medium.jpeg?1523432306,,"",,false,0,0,false,2,"3229 Stevens Ave, Rosemead, CA 91770, USA",34.0671799,-118.1067497,21,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10771979,2010/12/19 2:10 AM CST,2010-12-19,2010-12-19 08:10:00 UTC,Central Time (US & Canada),,844479,bkazmer39,2018-04-11 09:29:31 UTC,2018-06-30 18:02:01 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10771979,https://static.inaturalist.org/photos/15066749/medium.jpeg?1523438817,,"",Nikon 3200,false,0,0,false,,"St Cloud, MN, USA",45.5477167754,-94.1679382324,1953,,,false,,,,Culicidae,Mosquitoes,Insecta,52134
10795074,2016-12-28 21:06,2016-12-28,2016-12-29 02:06:00 UTC,Lima,,29409,eccentric_entomophile,2018-04-12 03:07:30 UTC,2018-04-12 03:14:07 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10795074,https://static.inaturalist.org/photos/15108374/medium.jpg?1523502653,,"",Mosquito. ,false,0,0,false,,"Las Piedras Amazon Center, Madre de Dios, Peru",-12.070283,-69.493484,150,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10795699,Wed Apr 11 2018 19:23:26 GMT-0800 (AKDT),2018-04-11,2018-04-12 03:23:26 UTC,Alaska,,747357,connordunlap,2018-04-12 03:24:58 UTC,2019-10-16 21:45:47 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10795699,https://static.inaturalist.org/photos/15109250/medium.jpg?1523503513,,"",,false,4,0,false,3,"2108 Sawmill Creek Rd, Sitka, AK, US",57.0404583542,-135.2753254866,5,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10799645,2011-09-16,2011-09-16,,Africa/Johannesburg,,383144,tonyrebelo,2011-10-26 15:51:26 UTC,2019-12-21 02:29:29 UTC,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/10799645,https://static.inaturalist.org/photos/15116847/medium.jpg?1523511700,,"",<h3>Mozzie</h3><br>A huge one - over 15mm long. She vanished as I tried to get a close-up picture: wonder who she visited during the night?,false,2,0,false,,Perdehoek Cottage Travellers Rest: Travellers Rest Elizabethsfontein E of Pakhuis Pass,-32.0682821,19.0500341,1,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10815465,2018-02-16 4:17:01 PM GMT-05:00,2018-02-16,2018-02-16 11:17:01 UTC,Ekaterinburg,,92171,a_meyer,2018-04-12 16:23:40 UTC,2018-04-12 16:45:37 UTC,needs_id,,https://www.inaturalist.org/observations/10815465,https://static.inaturalist.org/photos/15148304/medium.jpeg?1523550233,,"",,false,0,0,false,2,"Cali, Valle del Cauca, Colombia",3.4482916624,-76.6602396592,16511,,,false,gps,gps,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10855182,2018-02-01 4:12:09 PM GMT-05:00,2018-02-01,2018-02-01 11:12:09 UTC,Ekaterinburg,,92171,a_meyer,2018-04-13 14:23:39 UTC,2018-04-13 15:56:37 UTC,needs_id,,https://www.inaturalist.org/observations/10855182,https://static.inaturalist.org/photos/15228117/medium.jpeg?1523629422,,"",,false,0,0,false,2,"Cali, Valle del Cauca, Colombia",3.4382665157,-76.6617965698,,,,false,gps,gps,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10874469,Fri Apr 13 2018 18:36:23 GMT-0400 (EDT),2018-04-13,2018-04-13 22:36:23 UTC,Eastern Time (US & Canada),,766860,naturebeast69,2018-04-13 22:37:23 UTC,2018-04-13 22:49:08 UTC,needs_id,,https://www.inaturalist.org/observations/10874469,https://static.inaturalist.org/photos/15266737/medium.jpg?1523659048,,"",,false,0,0,false,3,"The Lawrenceville School, Lawrence Township, NJ, US",40.2948388551,-74.7265791056,5,,,false,,,,Culicidae,Mosquitoes,Insecta,52134
10876982,2018/02/28 2:37 PM CST,2018-02-28,2018-02-28 20:37:00 UTC,Central Time (US & Canada),,6097,cypseloides,2018-04-13 23:49:49 UTC,2018-04-14 00:02:30 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/10876982,https://static.inaturalist.org/photos/15270182/medium.jpg?1523661903,,"",,false,0,0,false,,"Jakarta, Indonesia",-6.2456810495,106.8715667725,1953,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10881417,Sat Apr 14 2018 11:53:23 GMT+1000 (GMT+10),2018-04-14,2018-04-14 01:53:23 UTC,Brisbane,,847573,mozziebites,2018-04-14 01:55:16 UTC,2019-12-27 07:22:25 UTC,needs_id,,https://www.inaturalist.org/observations/10881417,https://static.inaturalist.org/photos/15281279/medium.jpg?1523670919,,"",Collected in carbon dioxide baited light trap EVS Trap) set overnight 13 April 2018,false,2,0,false,3,"Sydney Park, Alexandria, NSW, AU",-33.9105167147,151.1829199178,5,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10883443,Sat Apr 14 2018 12:57:04 GMT+1000 (GMT+10),2018-04-14,2018-04-14 02:57:04 UTC,Brisbane,,847573,mozziebites,2018-04-14 02:58:01 UTC,2019-12-27 07:22:43 UTC,needs_id,,https://www.inaturalist.org/observations/10883443,https://static.inaturalist.org/photos/15285546/medium.jpg?1523674683,,"",Collected in carbon dioxide baited light trap EVS Trap) set overnight 13 April 2018 as part of Sydney Park Bioblitz ,false,3,0,false,3,"Sydney Park, Alexandria, NSW, AU",-33.9110124907,151.1856584222,37,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10890528,2018/04/11 4:58 PM AKDT,2018-04-11,2018-04-12 00:58:00 UTC,Alaska,,14812,gwark,2018-04-14 06:50:03 UTC,2019-07-30 20:21:10 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10890528,https://static.inaturalist.org/photos/15299943/medium.jpg?1523688522,,"Arthropods, Culicidae, Diptera, Insecta, Trails, Verstovia Trail, mosquitoes","Quite a few mosquitoes in the forest on a steep slope - well away from any obvious sources of standing water, so I'm curious where they lay eggs.",false,1,0,false,,"Sitka, AK, USA",57.0550159322,-135.292468071,176,,,false,,,Cold Weather Mosquito,Culiseta incidens,Cold Weather Mosquito,Insecta,259109
10899423,2013-06-28,2013-06-28,,Africa/Johannesburg,,67590,wynand_uys,2013-06-30 10:32:48 UTC,2018-04-14 13:32:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10899423,https://static.inaturalist.org/photos/15318291/medium.jpg?1523711990,,rural,<h3>Mosquito larva in Lowveld</h3><br>Body length about 7-8mm.<br>Sampled from a stagnant pool in Blyde River floodplain.,false,1,0,false,,"Blyde River bushveld and wetlands near Hoedspruit: Grassy woodland interspersed with seasonal pans, vleis and river channels.",-24.4065,30.8127,1,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10907120,2018/04/13 2:24 PM EDT,2018-04-13,2018-04-13 18:24:00 UTC,Eastern Time (US & Canada),,227315,naturalistnat,2018-04-14 16:36:04 UTC,2019-04-06 23:25:28 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/10907120,https://static.inaturalist.org/photos/15331825/medium.jpeg?1523722697,,"","",false,0,0,false,,"Medina County, OH, USA",41.208987604,-81.8051412792,224,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10911365,2013-12-20,2013-12-20,,Africa/Johannesburg,,67590,wynand_uys,2013-12-22 10:15:25 UTC,2018-08-02 13:56:30 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10911365,https://static.inaturalist.org/photos/15340272/medium.jpg?1523728637,,rural,<h3>Midge: NO. A Mozzie</h3><br>Body length about 6mm,false,2,0,false,,Blyde River Near Hoedspruit: Blyde riverine forest,-24.405,30.814,110,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10918339,2018-04-14 11:58:31 AM GMT+02:00,2018-04-14,2018-04-14 09:58:31 UTC,Africa/Johannesburg,,602933,antounarmal,2018-04-14 20:22:37 UTC,2018-04-16 09:12:46 UTC,needs_id,,https://www.inaturalist.org/observations/10918339,https://static.inaturalist.org/photos/15353496/medium.jpeg?1523737368,,"",,false,1,0,false,2,"65 Grande Rue, 77135 Pontcarré, France",48.7996265,2.7048294,20,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10920116,2018/04/14 10:19 PM CEST,2018-04-14,2018-04-14 20:19:00 UTC,Paris,,173306,zanskar,2018-04-14 21:01:55 UTC,2019-04-01 00:52:26 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10920116,https://static.inaturalist.org/photos/15356060/medium.jpeg?1523739263,,"",,false,1,0,false,,"20213 Castellare-Di-Casinca, France",42.4684881777,9.4756865501,61,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
10921628,2018/04/14 3:59 PM CDT,2018-04-14,2018-04-14 20:59:00 UTC,Central Time (US & Canada),,751145,m_mclemore,2018-04-14 21:35:30 UTC,2018-04-23 14:33:23 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/10921628,https://static.inaturalist.org/photos/15358999/medium.jpeg?1523741382,,"",dead mosquito ,false,0,0,false,,"210 W 27th St, Austin, TX 78705, USA",30.2926056,-97.7394211,165,,,false,,,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134
